name,location_id,website
Liquori Caffè Gourmet,11756549,
Dois Coracoes,5706314,
Don Don Yakisoba,5706509,
Don Gabardon,5706558,
Espaco Cultural Cia Dos Palhacos,5708548,
Fast Fry Chicken,5710225,
Friends Cafe,5711677,
Fry-Chicken,5711940,
Grao Gourmet Cafeteria,5713788,
Italia Lanches,5715889,http://www.facebook.com/pages/Lanches-It%C3%A1lia/1553253904709494
Jabuti Bar,5716264,http://www.jabutibar.com.br
Karaoke Bar,5717822,https://www.facebook.com/112479145566817
L&S Snooker Bar,5719464,
La Finestra,5719684,
La Lanchonete,5719728,
Lanches Agua Na Boca,5721329,
Lanches Toffs,5722087,
Lanchonete Cantinho Do Toninho,5723749,
Lanchonete Cantinho Do Pastel,5723770,
Lanchonete Curitibanos,5724283,
Lanchonete e Confeitaria Dois Coracoes,5725820,http://www.confeitariadoiscoracoes.com.br
Lanchonete Tom,5731034,
Lanchonetee Do Hong,5731546,
Loucas Tobias,5732832,
Massas Zilli,5735338,
Mister Xv,5737110,
Mr. Schim,5737755,
New Drive In,5738599,
Ninna's Grill,5738779,
Ninki Pastel,5738792,
Organico's Lanches,5740645,
Pao De Queijo,5741925,
Pao De Queijo Master,5741964,
Pastelaria Brasileira,5743384,http://pastelariabrasileiracwb.com.br/
Pastelaria Ng,5744128,
Pastelaria Nakashima,5744133,https://www.facebook.com/100622571613402
Pizzaria Atolinni,5746477,http://www.atolinni.com.br
Aroma Mineiro,7989495,
Planeta Pizza,5747716,http://www.planetapizzapizzaria.com.br
Ponto Da Gula - Lanches,5748536,http://www.pontodagula.com.br/
Ponto Zero,5748830,
Quermesse,5749827,http://www.quermesse.com.br/
Restaurante Pires,5752526,
Sabor Caseiro,5753977,
Santos Bar,5755413,
Skina Bar e Petiscaria,5756681,
Soton's Bar,5760442,
Super Bom,5761524,
Tadeu O Rei Do Pierogi,5761927,http://www.facebook.com/TadeuReidoPierogi
Tempero Gaucho,5762438,
Tempo Livre Pastelaria,5762511,
Werd Lanches,5766696,https://www.facebook.com/102513834855671
Wikimaki,5766737,
Osteria Capitolina,5770295,http://osteriacapitolina.com.br/
Dom Veggie,5787487,https://www.facebook.com/353876178082952
Leve Sabor,5790629,http://www.levesabor.com
Madero Steak House Batel,5926228,https://www.restaurantemadero.com.br/pt/restaurante/pr/curitiba/madero-steak-house-batel-pt#ver-info
Tuk-Tuk Comida Indiana e Tailandesa,5963084,https://business.facebook.com/tuktukcomidaindiana/
KHARINA,5996219,http://www.kharina.com.br/
Habib's Silva Jardim,5996423,http://www.habibs.com.br/
Restaurante Hibisco Curitiba,6003741,
Restaurante Suissa Grill,6004202,http://www.restaurantesuissa.com.br
Curitiba Light,6004414,https://www.facebook.com/pages/category/Health-Food-Restaurant/Curitiba-Light-371813206182182/
Mambembe,6004734,http://www.mambembe.com.br
Delivery de Marmitex Merces - Gulozetto,6005440,
Restaurante Tahine,6007041,http://www.tahine.com.br
Churrascaria Central Grill,6007112,https://www.facebook.com/centralgrillcuritiba/
Happyburger Restaurante,6007612,http://www.happyburger.com.br
Carolla Pizza D.O.C. - Alto da XV,6007673,http://www.carollapizzadoc.com.br/
Tabuleiro Do Sabor,6008405,https://www.facebook.com/328045207915698
Al Sultan - Juvevê,6008857,http://www.alsultan.com.br
Famiglia Perine Gastronomia,6008954,
Casa Di Rango,6009200,https://www.facebook.com/casadirango
Wao Restaurante,6009417,
Pizzaria Água na Boca,6009553,http://aguanabocacuritiba.com.br
Pantucci Trattoria,6009642,http://www.pantuccitrattoria.com.br
Emporio Kaveh Kanes,6009664,http://www.facebook.com/EmporioKavehKanesCafeteriaCafeCuritiba
Degusto Café,6009702,http://degustocafe.com.br
Emporio Grano Massas E Paes,6010000,
Café e Livraria Solar do Rosário,6010144,http://www.solardorosario.com.br
Nougat - Complexo Gastronomico,6011343,https://www.facebook.com/826440880869881
Di Napoli Pizzaria,6012652,http://www.dinapolipizzaria.com.br
Pizzaria Nunes Machado,6013297,http://www.pizzarianunesmachado.com.br
Costelaria Mercês,6013524,https://www.facebook.com/Costelaria-Merc%C3%AAs-582525865108371/
Empada Original,6014996,https://www.facebook.com/397133250363281
Goodies Bakery,6017701,http://www.goodiesbakery.com.br
IMAGINUM SUSHI,6018059,http://www.imaginumsushi.com.br
Pop Pasteis & Cia,6020304,
Paulinho Sushi_Bar,6022893,https://www.facebook.com/238397259639690
Claymore Bar,6027499,https://www.facebook.com/110737682340663
Casa do Kibe,6029554,https://pt-br.facebook.com/casadokiberestaurante
Restaurante Vo Di,6030710,
O Pensador Bar,6034902,https://www.facebook.com/200182050037112
Empório Kaminski,6030750,http://emporiokaminski.com.br
Madero Steak House,6030844,http://www.restaurantemadero.com.br
Galeteria Caxias,6031459,http://www.galeteriacaxias.com.br
"Domenico Buffet, Restaurante e Pizzaria",6032251,http://www.didomenico.com.br
Restaurante Lima Zester,6032868,
Sakai Restaurante E Lanchonete,6034547,https://www.facebook.com/122493264556168
Restaurante Garden Gourmet,6034856,
Santa Temakeria,7273406,http://www.santatemakeria.com.br
Di' Bethina Pastifício & Trattoria,6035235,https://www.facebook.com/189743464498107
Al Almasor,6035256,
Restaurante o Patricio,6035470,http://www.patriciorestaurante.com.br
JPL Burgers,6035583,http://jplburgers.com.br/
La Italiana,6035633,http://laitaliana.com.br
Zimbro Gastronomia,6035698,http://www.facebook.com/zimbrogastronomiacuritiba
Carmela Gastronomia,6035868,http://www.nexerz.com/br/
Madô Nova Estrela,6166119,http://www.facebook.com/madonovaestrela
Ricciardi Massas,6167126,http://ricciardimassas.com.br
Tête à Tête Bistrot e Caffe,7273912,http://www.facebook.com/teteatetebistrot/
Divino Fogao,6168093,http://www.divinofogao.com.br
Restaurante Ohana,6170212,http://www.restauranteohana.com.br
Churrascaria Espetão,6172788,https://www.facebook.com/Churrascaria-Espet%C3%A3o-Ceasa-339422576176056/
Braseiro Churrascaria,6172811,http://www.churrascariabraseiro.com
Restaurante Lageano Fogo de Chao,6172825,
Cantinho Gastronomico,6174807,
Gigi Lanches E Sucos,6175317,
Pao de Queijo Casas de Sucos E Lanches,6176475,
Pastelaria Estacao Central,6176561,
Boteco de Sampa,6178497,http://www.botecodesampacuritiba.com.br/#!/homesite
Pastelaria Curitiba,6180377,
Rock'a Burger Hamburgueria,6206995,http://www.facebook.com/hamburgueriarockaburger
Frangão Churrascaria,6212182,http://www.facebook.com/frangaochurrascaria/
Winners - Restaurante,7863173,
Restaurante Clorofila,6276310,http://www.facebook.com/clorofila.cwb
Bar Baroneza,6277509,http://www.barbaroneza.com.br/
La Varenne,6420549,http://lavarenne.com.br
Restaurante Menina Zen,6424466,http://www.meninazen.com.br/
Le Caffes Especiais,6500085,http://www.instagram.com/le_caffes/
Seven Grill,6508154,http://www.sevengrill.com.br/
A Formiga,6508163,
Cidadão do Mundo Burgers & Arts,6525699,http://www.cidadaodomundo.com.br
Duetto Wine Restaurant,6542327,http://www.facebook.com/duettorestaurante
Lanches E Dog Do Japa,7874195,
Cafe Lisboa,7874243,
Restaurante Siciliano,6558614,http://www.ristorantesiciliano.com.br
Madero Shopping Mueller Curitiba,6560605,http://www.restaurantemadero.com.br
Zuppa Restaurante,6582223,http://www.facebook.com/zupparestaurante
Keiji Sushibar,6603365,http://www.keiji.com.br/
A Familiar Confeitaria,6616755,http://www.afamiliar.com.br/
Fábrica Gourmet Hamburgueria,6622779,http://www.facebook.com/fabricagourmethamburgueria
Sushiaki Japanese Food,6632740,http://www.sushiaki.com.br
Calabouco,6632798,http://www.facebook.com/Calabou%C3%A7o-Restaurante-e-Pizzaria-401681513292443/timeline
KHARINA,6673416,http://www.kharina.com.br/
Clube Da Carne,7255845,http://www.clubedacarne.com/
Chocolateria Cuore di Cacao,6696458,http://www.facebook.com/cuoredicacao/
Caffe Milano Express,6713365,http://www.caffemilano.com.br
Senhores do Pão,6737968,http://www.senhoresdopao.com.br/
Habib's,6864124,http://www.habibs.com.br/lojas/18/257/pr/curitiba
Lado B,6869276,http://ladobbumblog.blogspot.com/
Casa de sucos da terra,6890033,
Bertoni Gelateria Italiana,6893638,http://www.facebook.com/BertoniGelateriaItaliana
Confeitaria Piegel,6904977,http://www.confeitariapiegel.com.br
Restaurante Maggiore,6909617,http://www.maggioreeventos.com.br/
Bar do Dante,7257701,https://www.facebook.com/BarDoDante
Dussin,6954260,http://www.restaurantedussin.com.br
Ponto Quilo Grill,6957208,http://www.facebook.com/pontoquilo/
Churrascaria la Ventura Carnes E Massas,6960340,http://www.churrascarialaventura.com.br
Lozano's Restaurante,6967905,https://www.facebook.com/410558792337514
Le Chef Confeitaria,6976359,http://www.confeitarialechef.com.br
Fogão a Lenha,7003170,http://www.fogaoalenharestaurante.com.br
Mansão Vida Saudável,7010283,
Restaurante Chinatown Curitiba,7020404,
10 Pastéis,7044281,http://www.10pasteis.com.br
Fujii Cozinha Japonesa,7045253,
Big Dog Mania & Cia,7258101,http://dogmaniaecia.yolasite.com/
Adele Gastronomia & Café,7045721,https://www.facebook.com/adelegastronomia
Bull Prime - Silva Jardim,7065561,http://www.bullprime.com/
Quintal do Monge,7077377,https://www.facebook.com/pages/Quintal-do-Monge/205372246288926
Restaurante Bimy's,7079938,https://www.harapalacehotel.com.br/restaurante
La Casa Di Frango,7083975,http://www.difrango.com.br/
Babilônia Gastronomia,7097633,http://babilonia.net.br
Costelao Bacacheri,7109602,http://www.costelaobacacheri.com.br/
Doc Grill Restaurant,7118959,http://www.docgrill.com.br/
Santo Gosto,7132804,
Kanimambo Grill,7260200,
Outback Steakhouse - ParkShopping Barigüi,7133371,http://www.outback.com.br
Lanches Missal Shawarma,7147621,http://www.facebook.com/LanchesMissalCasaDoShawarma
Badida Barigui,7148803,http://badida.com.br/barigui
Doce Fado,7148838,http://www.facebook.com/docefado
Take,7148840,
Padaria Família Farinha,7156300,http://www.familiafarinha.com.br/
Sahara Restaurante,7160583,http://www.shoppingcenteritalia.com.br/products.php?product=Sahara-%252d-Restaurante
Armazem da Esquina,7162476,http://www.facebook.com/armazemesquina
O Famoso Brigadeiro,7183579,http://www.ofamosobrigadeiro.com.br/
Officina Restô.Bar,7296202,http://www.officinarestobar.com.br
Caixeiro Vicente,7331684,https://www.facebook.com/pages/Caixeiro-Vicente/119453014838063
Café Liquori Avenida Da Flores,7347238,http://www.facebook.com/cafeavenidacuritiba
Senhora Chung,7354118,
Tribo Das Frutas,7370183,http://www.tribodasfrutas.com.br/
Sushiaki Japanese Food,7386821,http://www.sushiaki.com.br
Ken Taki Cristo Rei,7387238,http://www.kentaki.com.br
Orymaki Sushi House e Delivery,7597371,http://www.orymaki.com
Cabana Bar&Petiscaria,7604400,http://www.facebook.com/cabanabar.cwb/
Nina Panquecas & Delicias,7874244,
Madero,7604451,http://restaurantemadero.com.br/
Dois Coracoes,7608034,
Cafe Da Esquina - Shopping Palladium,7619416,
Salutaria Produtos Naturais,7622278,
Do Peruano Restaurante Ltda,7627045,
Rock and Honda,7644065,http://www.rockandhonda.com.br/curitiba
Amercearia Curitibana,7646317,https://www.facebook.com/Amerceariacuritibana
Venda Armazem E Boteco,7653292,https://www.facebook.com/venda.armazemeboteco
Amigos & Cerveja,7653833,http://www.amigosecerveja.com.br
Domino's Pizza Portao,7653857,http://www.dominos.com.br
Cantinho Do Acai,7874246,
Bom Gosto,7874259,
Green Dog,7679180,http://greendog.com.br/
Empório Muf's Café,7690653,http://www.mufs.com.br
Moranga Sabores do Mundo,7713004,http://www.patiobatel.com.br/loja/46/Espaco-Gourmet-Moranga
Madero Steak House Champagnat,7733464,http://www.restaurantemadero.com.br/
Bokas Sabor & Cia,7740808,https://www.facebook.com/bokassaborecia/
Bonna Panquecas,7746423,https://www.facebook.com/671734689577130
Restaurante Morgenau - Massas & Grill,7766238,http://www.restaurantemorgenau.com.br/Orestaurante#/0
Veg E Lev,7777975,http://www.vegelev.com.br
Restaurante Morgenau,7785908,http://www.restaurantemorgenau.com.br/Localizacao
Trovatta,7809855,http://www.trovatta.com.br/
Bill's Picanha&Burgers,7812094,https://www.facebook.com/Billspicanhabigorrilho/?ref=search&__tn__=%2Cd%2CP-R&eid=ARBcPRkwkTUEyKVBogb6jpWGoRWLWOntgLeM2dyQSzG2pz6VA11PEFp6ICSl47mwzDGy8nJLkUaos8J6
Don Piatto,7826880,http://donpiatto.com.br/ondeencontrar
Lanchonete Dois Corações,7859991,
Restaurante Capanema,7863014,
Express Grill,7863027,
Restaurante Manjhericao,7863028,
Restaurante Les Petites,7863037,
Restaurante Tio Zizo,7863040,
Agua Verde Buffet Grill,7863042,
Restaurante Líder,7863046,
Restaurante Girassol,7863048,
Restaurante Chao Nativo,7863069,
Taisho Yakiniku,7863112,http://www.taishoyakiniku.com.br
Restaurante Ponto Setti,7863162,https://www.facebook.com/109931834046380
Bar E Refeicoes Estrela,7863164,
O Jardineiro Restaurante,7863187,http://www.ojardineirorestaurante.com.br
Familia Mercali,7863194,
Restaurante Padini,7863206,
Restaurante Don Martini,7863214,https://www.facebook.com/1924635994439331
Restaurante Jeito Mineiro,7863222,
Restaurante Show Grill,7863223,
Al Delli,7863224,
Cappero Restaurante,7863239,
Qualli Pizza Delivery,7863242,http://www.quallipizza.com.br
Esquina Do Sabor Merces,7863245,
Restaurante E Pizzaria Arandela,7863248,
Lanchonete E Restaurante Dimas,7863308,
Restaurante Xv Quilos,7863326,
Restaurante Parana Grill,7863333,
Arabias Fast Food,7874089,
Basset Lanches,7874118,
Lanchonete Recanto,7874123,
Bar E Lanches Everest,7874142,
Star Chicken,7874167,
Confraria Agua Verde,7874279,http://www.confrariaaguaverde.com.br
Subway Batel,7874313,
Lanchonete E Pastelaria Jamilli,7874318,
J L Kitani Lanchonete,7874332,
Ponto Da Gula,7874338,
Cafe Do Ponto,7874350,
Subway Ecoville,7874352,
Bar E Lanchonete Avenida,7874357,
Subway Juveve,7874367,
Pastelaria Oriental,7874374,https://www.facebook.com/202143689812637
Lanchonete Taca de Prata,7874427,
Lanchonete Chin Lee,7874458,
Bar E Lanchonete Nice,7874465,
Tropical Banana - Shopping Palladium,7892203,http://www.tropicalbanana.com.br
Mary Ann Apple Factory,7894601,http://www.applefactory.com.br
Freddo Gelateria - Sete de Setembro,7895352,https://www.instagram.com/freddogelateria/
Bar + 55,7895358,http://www.cincocinco.com.br
Pizza Hut,7971934,http://www.pizzahut.com.br
Freddo Gelateria - Shop Palladium,7896835,http://www.freddogelateria.com.br
Rigoletto Ristorante,7897017,http://www.facebook.com/rigolettoctba
Quintal da Maria,7897085,http://www.facebook.com/barquintaldamaria
Madero Steak House Palladium,7897354,http://restaurantemadero.com.br
costelao do gaucho do santa candida,7907517,
Slaviero Full Jazz Bar,7912393,http://www.fulljazzbar.com.br/contato.asp
Chocolates Brasil Cacau - Shopping Curitiba,7918084,http://www.chocolatesbrasilcacau.com.br/?gclid=CMn1uIKR4sMCFWkS7Aod_Q8ARQ
Dom Giovanni,7923512,
Curitiba Grill Restaurante,7929758,
Brasileirissimo - Food Per Kilogram,7930097,
Cafe Barao,7930104,
Delicias do Batel,7949526,https://www.facebook.com/deliciasdobatel/
Cafe da Manha Panificadora E Confeitaria,7951609,
Burger King,7962877,http://www.burgerking.com.br/
Anastacia Cafe,8182897,https://www.facebook.com/647559102062875
Hot Dog Benassi,7993364,
Due Pazzi,7994600,http://duepazzi.com.br
Batelli Trattoria,7994861,
Tasty Salad Shop - Al. Prudente de Moraes,8039160,http://www.facebook.com/tastysaladshop
Freddo Gelateria - Pátil Batel,8045068,http://www.freddogelateria.com.br/
Gourmeteria Kennedy,8059150,http://www.nexerz.com/br/
Bom Sabor,8068925,http://www.facebook.com/pages/Bom-Sabor/255105281169842
Emporio da Terra,8071381,http://www.facebook.com/Emporio.da.Terra.Curitiba
Oven Pizza Customizada,8084394,http://wwww.oven.com.br
Garbbo Restaurante,8093611,http://www.garbborestaurante.com.br
Burger King,8117816,http://www.shoppingmueller.com.br/lojas/alimentacao/burger-king
Casa Nova Grill,8184938,
La Polenteria,8120221,http://lapolenteria.com.br
Empório dos Amigos,8133871,http://www.emporiodosamigos.com.br/
Mob. Fun & fresh food,8133894,http://www.shoppingmueller.com.br/lojas/alimentacao/mob-fun-fresh-food
Saiyd's Restaurante,8139919,
Bar Dom Corleone,8154759,http://www.facebook.com/bardomcorleonecuritiba
Fogueira Santa Restaurante,8156993,
Julia Da Costa Restaurante,8157074,
Leduc Buffet,8157140,
Espetinharia Do Almir,8161652,http://www.facebook.com/espetinharia.doalmir
Emporio Portuga,8165317,
Pastel & Ci a,8173432,https://www.facebook.com/1142143469153648
Estancia Do Sul,8173434,https://www.facebook.com/2556218664422359
Espaco Vida Saudavel Maggio,8173445,
Restaurante Dragao de Ouro,8173471,https://www.facebook.com/1655793147985492
Florybal Curitiba - Santa Felicidade,8173785,http://www.florybalcuritiba.com.br
Madero Jardim Social,8175391,http://www.restaurantemadero.com.br
Rock'N Grill,8185153,http://www.rockngrill.com.br
Cantinho Da Tia Lanchonete,8186576,
Fontana Assef - Bar E Restaurante,8202828,
Espaco Paulista,8204276,
Dom Alberto Pizzaria,8205129,
Lima's Confraria,8205591,
10 Pasteis,8206633,https://10pasteis.com.br
Fogao Brasileiro,8208519,
Eleonora Bistro,8208685,
Pezzo Italian Food,8208686,
Charles Capone,8209181,
Candy's Burger Lanches,8212405,
Curitiba Hot Dog,8212875,
Buffet Curitibano,8214068,
Bar Cantinho Do Ceu,8214079,
Pub Bar,8214543,
Emy Restaurante - by Kazuo,8219861,https://www.facebook.com/1590435997947261
Bar Sete Estrela,8219951,
Lanchonete E Pastelaria Do Zico,8222081,
Restaurante Cantinho Do Quilo,8222090,
Panificadora Imperial,8223811,
Vitamina & Pastelaria Nilo Cairo,8224063,
Zupt Sabor,8224074,http://zuptsabor.com.br
V8 Rock Pub,8224081,
Bar Do Gaucho,8225022,https://www.facebook.com/695347737315819
De Luca Pizzaria Gourmet,8226383,http://www.pizzariadeluca.com.br/
Hora Do Lanche,8228781,
Patricia Aparecida Machado Casselli Kassin Epp,8228951,
Ramequim Gastronomia,8228956,http://www.facebook.com/Ramequim-Gastronomia-938271056226743/?rf=285812651605424
Paula Hoffmann,8228957,
Steak Grill Original,8231043,
Subway Cristo Rei,8231601,
Lanches E Sucos,8243062,
Barbarium Pub,8243548,https://www.facebook.com/231057180243286
Restaurante Girassol,8244079,
Pop's Pizzaria,8248271,http://www.popspizzaria.com.br
O Frango Q Ri,8249155,
Largo's Bar,8251451,
Restaurante Boa Mae,8253852,
Moto Bar Dos Bichos,8253854,
Lanchonete Espetinho Grill,8254548,
The Pub's Burger,8262263,https://www.facebook.com/thepubsburger
Di Frango,14455943,http://www.difrango.com.br/
Madu Gourmet,8277826,http://www.facebook.com/madugourmet/
BaraQuias Park Shopping Barigui,8286817,http://baraquias.com/
Filé De Igreja,8319755,https://www.facebook.com/1631471017072961
Sushiaki Japanese Food,8379547,http://www.sushiaki.com.br/
McDonald's Batel,8379859,http://www.mcdonalds.com.br
Gran's,8381185,
Cafe Do Ponto - Livraria Curitiba Palladium,8385165,http://www.cafedoponto.com.br
Izakaya Hyotan,8393747,https://www.facebook.com/izakayahyotan
Bierburger Hamburgueria e Cervejaria,8404011,http://bierburger.com.br
Koda Pub & Kitchen,8404161,http://kodapub.com
Casareccia Gastronomia Italiana,8407948,
Carolla Pizza D.O.C. - Santa Felicidade,8417578,https://www.carollapizzadoc.com.br
Churrascaria Curitiba Grill II,8418574,
Lavion Shopping Estacao,8422595,http://www.lavion.com.br
Empanadas e Alfajores Don Hugo,8443913,http://www.empanadasdonhugo.com
Bobardi,8448632,http://www.bobardi.com.br
Frango na Brasa,8448784,https://www.facebook.com/409098132440291
Cookie Stories,8451286,http://www.facebook.com/cookiestories.cookies/
KHARINA,8482033,http://www.kharina.com.br/
Whatafuck,8483133,http://www.whatafuck.com.br
Armazem Municipal,8508859,https://www.facebook.com/armazemmunicipal/
Bistrô saltimbocca,8510889,
Sfiha Express,8539453,
Kare Ya Juveve,8556019,http://kareya.com.br
SK GRILL,8557161,http://www.skgrill.com.br
Casarao Paes & Cia,8559346,
Schnaps Bar,8590029,https://www.facebook.com/schnapsbarcuritiba/
La Pasta Gialla,8592463,http://www.lapastagialla.com.br
Aizu Restaurante,8592841,http://www.aizurestaurante.com.br/
Brigaderia Visconde,8592874,http://www.facebook.com/brigaderiavisconde/
Bulls Sanduicheria Bar,8598305,
Cold Stone - Shopping Muller,8603307,
Armazem 71 Cucina - Vino,8605231,http://www.armazem71.com
Paineiras Cozinha Árabe,8611347,http://paineirasarabe.com.br
Kohana,8630255,http://kohanasushi.com.br
Mustang Sally,8641205,https://mustangsally.com.br/restaurante/2/shopping-palladium
Tortas Do Mundo,8646296,http://www.facebook.com/tortasdomundo
