name,location_id,website
Dom Rodrigo Bar e Petiscaria,10621312,https://www.facebook.com/152542165161118
Cafe o Belisco,8186579,
Lanchonete Pick Nik,5729477,https://www.picknickbar.com.br/
Obrzut Bar,8684872,https://www.facebook.com/obrzutbar/
QCeviche! Curitiba,15639798,http://fastget.app/qcevichecuritiba
Zapata Mexican Bar - Centro Cívico,911408,http://www.zapatabrasil.com.br
ZAPATA LA TAQUERIA,5385090,http://www.zapatalataqueria.com.br
ZAPATA LA TAQUERIA - ESTAÇÃO,8113178,http://zapatabrasil.com.br
Bar E Petiscaria Do Victor,8218811,http://www.pierdovictor.com.br/bar-do-victor
Bar Schimmel,4810996,https://www.facebook.com/Schimmelbar/
Bossa Bar,5648573,http://www.bossabar.com.br
Bep's Bar,5689927,https://www.facebook.com/606317006119162
Bandit - Bar,5672321,
Roger'S Bar,5753230,
Restaurante Palhoça,4526792,
Tropilha Grill Curitiba,4268006,http://www.tropilha.com.br/
Outback Steakhouse - Shopping Curitiba,2543760,"https://www.outback.com.br/restaurantes?end=Curitiba&coords=(-25.4808762,%20-49.30442529999999)&map=ok"
The La Basque Curitiba,6007859,http://www.labasquecuritiba.com.br/
Di Paolo Curitiba,24900435,https://dipaolo.com.br
Cão Véio - Curitiba,14098656,http://caoveio.com.br/
Durski,886995,http://www.durski.com.br/
Subway,4445107,http://www.subway.com.br/
Taisho Sushi,887004,http://taisho.com.br/iguacu/
Terra Madre Ristorante,887015,http://terramadreristorante.com/index.php/pt
Totopos Gastronomia Mexicana,896885,http://www.facebook.com/totoposgastronomia/
Taco El Pancho,896891,http://www.tacoelpancho.com.br/
Sheridan's Irish Pub,896910,http://www.sheridansirishpub.com.br
Swadisht,939366,http://www.swadisht.com.br/
Cenácolo Restaurante,1013119,http://www.cenacolorestaurante.com.br/
Karbonell Frutos do Mar,1013120,https://www.facebook.com/KarbonellCuritiba/?locale=pt_BR
Babilônia Gastronomia,1013140,http://babilonia.net.br
Saanga Grill - Iguaçu,1066621,http://www.saanga.com.br/
Yumê,1197804,http://www.nexerz.com/br/
Mercearia Anos 30,1520735,http://www.anos30.com.br
Churrascaria Recanto Gaúcho,1775473,http://www.churrascariarecantogaucho.com.br/
McDonald's,4445710,http://www.mcdonalds.com.br
Restaurante Madalosso,2176080,http://www.madalosso.com.br/restaurante
Churrascaria Jardins Grill,2310903,http://www.jardinsgrill.com.br
Baviera,2325590,http://www.cantinabaviera.com.br/
Bistrô Duchamp,2325604,http://www.bistroduchamp.com.br/
Bistrot La Table,2325605,
Caliceti di Bologna,2325609,http://www.caliceti.com.br
Cantina do Delio,2325616,http://cantinadodelio.com.br/
Cantinho do Eisbein,2325621,http://www.cantinhodoeisbein.com.br/
Ervin Churrascaria,2325646,http://www.churrascariaervin.com.br
Famiglia Fadanelli,2325654,http://www.famigliafadanelli.com.br
Hwa-Kuo,2325683,http://www.hwakuo.com.br
Kawiarnia Krakowiak,2325687,http://www.facebook.com/Kawiarnia-Krakowiak-553762061321275
Le Liban,2325695,http://www.leliban.com.br
L'Epicerie,2325698,http://www.lepicerie.com.br
Restaurante Ponte Vecchio,2325745,https://www.facebook.com/Restaurante-Ponte-Vecchio-138255446244531/
Tempero de Minas,2325773,http://www.temperodeminas.com.br
Trattoria Boulevard,2325780,
Vindouro,2325788,http://www.vindouro.com.br
Porcini Trattoria,2356252,http://www.porcini.com.br
Batel Grill Churrascaria,2468188,http://www.batelgrill.com.br
Au-Au Lanches Cabral,2477411,http://www.auau.com.br
Drive in Burger,2506429,http://www.driveinburger.com.br
Rause Café e Vinho,2514917,http://www.rausecafe.com.br/
Don Max,2559014,http://www.donmax.com.br
McDonald's,4445589,http://www.mcdonalds.com.br
Badida Sete,2568766,http://www.badida.com.br
Sorella Restaurante Vegetariano,2620892,http://www.sorellachampagnat.com.br/index.php
Madero Comendador,2621173,http://www.restaurantemadero.com.br
Costelão do Gaúcho,2666847,http://www.costelaodogaucho.com.br
Café Mafalda,2668025,http://www.instagram.com/cafe.mafalda/
Domino's Pizza,2705402,http://www.dominos.com.br/lojas/detalhe/lja/45
Emporio Gastronomico,2711489,http://www.facebook.com/pages/Emp%C3%B3rio-Gastron%C3%B4mico/167257939990230
Petit Château,2711755,http://www.restaurantepetitchateau.com/
Casa dos Arcos,3219982,http://www.casadosarcos.com.br
Dom Américo,4534779,
Gianfranco Massas,2722296,http://www.gianfrancomassas.com.br
Confeitaria BomBocado,2722311,http://www.confeitariabombocado.com.br
Peixe Frito,2723576,http://restaurantepeixefrito.com.br/
Restaurante-Escola SENAC,3135283,http://www.pr.senac.br/servicos/?pg=3
Green Land,3168471,
Spaghetto,3178087,http://www.restaurantespaghetto.com.br/
Le Réchaud,3191186,http://www.lerechaud.com.br
Restaurante Nakaba,3192790,http://www.facebook.com/restaurante.nakaba/
Happy Burger,3259516,http://www.happyburger.com.br/
Mercatu Pizzaria,3259647,http://www.mercatu.com.br
Tropical Banana,3259677,
Mercatu Pizzaria,3259742,http://www.facebook.com/mercatujuveve
Mercatu Pizzaria,3259792,http://www.mercatu.com.br
10 Pastéis,3261365,http://www.10pasteis.com.br
Churrascaria Amantino,3263988,http://churrascariaamantino.weebly.com
Barraca do Claudio,3264491,https://www.facebook.com/barracadoclaudio/
McDonald's,4445629,http://www.mcdonalds.com.br
Santa Marta Bar,3264510,http://santamartabar.com.br
Restaurante Albatroz,3264557,https://www.facebook.com/restaurantesalbatroz/
Famiglia Cerutti,3264574,http://www.famigliacerutti.com.br
Famiglia Cerutti,3264577,
Domino's Pizza,3264580,http://www.dominos.com.br
Engenho de Minas,3265543,http://www.restauranteengenhodeminas.com.br/
Hop 'n Roll,3330805,http://www.hopnroll.com.br/
Thai Restaurante Thailandês,3335098,http://www.thairestaurante.com.br
Pizzaria Dom Carmino,3446109,http://www.domcarmino.com.br/
Pastelaria Juvevê,3473779,http://www.nexerz.com/br/
Restaurante Veneza,3474280,http://restauranteveneza.com.br/
Dona Helena,3519046,http://www.donahelena.com.br
Devons Steak House,3519134,http://www.devons.com.br
Prestinaria - A Casa dos Pães,3570379,http://www.prestinaria.com.br
Ponto Gira Grill,3572914,http://www.facebook.com/pizzeriadedian
Super Vegetariano,3610069,https://www.facebook.com/308328699976729
Carmel Bar,3691754,http://www.carmelbar.com.br
Lisboa Gastronomia,3743184,http://www.facebook.com/Lisboa-Gastronomia-404957386252178/
Poco Tapas,3628894,http://www.pocotapas.com.br
Kyo Japanese Food,3637754,http://www.restaurantekyo.com.br
Famiglia Originale Cucina & Pizzeria,3649226,http://www.originale.com.br/
Habib's,3658171,http://www.habibs.com.br
Restaurante Alma Lusa,3662946,https://www.facebook.com/438809429485642
Churrascaria Boi Dourado,3663623,https://www.facebook.com/162597113938053
Lamen House,3685735,http://www.nexerz.com/br/
Subway,4445056,
Pizza Hut,3754735,http://www.pizzahut.com.br/restaurantes
Pata Negra Bar y Cocina,3767816,https://www.facebook.com/patanegraespanha/
Freddo Gelateria - Cabral,3809889,http://www.freddogelateria.com.br
C La Vie Restaurante,3815889,http://www.clavierestaurante.com.br
Churrascaria Arco Iris,3820598,https://www.instagram.com/churrascariaarcoiris/
Mexicano Bras-Mex Grill,3825208,http://www.restaurantemexicano.com.br
Ernesto Ristorante,3837084,http://www.dudusperandio.com.br/ernestoristorante/
Subway,4445059,
Espaço Depósito,3844834,http://espacodeposito.com.br/
Churrascaria Fogo Forte,3847703,http://www.churrascariafogoforte.com/
Paleteria,3860515,http://www.paleteria.com.br/index.php
Sel et Sucre,3863015,http://www.seletsucregastronomia.com.br
Pizzicato,3864974,http://www.mercadodaweb.com/pizzicato
Bagdad Café,3865355,http://www.bagdadcafe.com.br
Sheik Ali,5351235,
Restaurante Tartine,3952778,http://www.restaurantetartine.com.br
Wiki Maki Cabral,3958590,http://www.wikimaki.com.br
Bistrô San Gambrinus,4007826,http://www.facebook.com/San-Gambrinus-433176463436472
Sushi Arte,4025729,http://www.restaurantesushiarte.com.br/
Azuki - Sabores do Japão,4042513,https://www.azukisaboresdojapao.com.br/
Restaurante Peixinho,4056372,http://www.restaurantepeixinho.com.br/
Estofaria Bar,4080914,
Subway,4445071,
Costelão 1500,4086016,http://costelaomilequinhentos.com.br
Mamma Carmella®,4089735,http://www.mammacarmella.com.br/
Anarco Restaurante,4101786,http://www.anarco.com.br
Las Tablas - Parrilla Porteña,4105459,http://www.lastablasbr.com.br
Au-Au Lanches - Carlos de Carvalho,4150936,http://www.auau.com.br
Box do Eliseu,4150965,http://mercadomunicipaldecuritiba.com.br/comerciante/box-do-eliseu/
Zezitos Bar,4172492,http://zezitos.com.br/novo/bar/
WikiMaki,4228125,http://www.wikimaki.com.br
Armazém Califórnia,4242289,http://www.instagram.com/armazem_california/
Dom Frangote,4288890,
Banoffi,4291436,http://banoffi.com.br
Mediterrâneo,4294102,http://www.mediterraneorestaurante.com.br/curitiba.php
Ristorante Porta Romana - Trattoria & Eventos,4301215,http://www.portaromana.com.br/
Churrascaria Botafogo,4339409,http://www.facebook.com/churrascariabotafogo/
Subway,4445074,
Hora Extra Bar & Restaurante,4414836,http://www.barhoraextra.com.br
Kandoo Culinária Japonesa,4421448,http://kandoo.com.br
Spoleto,4444828,http://spoleto.com.br
Subway,4444998,
Subway,4445007,
Subway,4445008,http://www.subwaybrasil.com.br/
Subway,4445014,
Subway,4445025,
Subway,4445027,
Subway,4445037,
Subway,4445038,
Subway,4445039,
Subway,4445043,
Subway,4445047,
Subway,4445050,
Subway,4445051,http://www.subway.com.br/
Subway,4445052,
McDonald's,4445720,http://www.mcdonalds.com.br/
McDonald's,4445732,http://www.mcdonalds.com.br/
McDonald's,4445816,http://www.mcdonalds.com.br/
McDonald's,4445830,http://www.mcdonalds.com.br
McDonald's,4445866,http://www.mcdonalds.com.br/
McDonald's,4445874,http://www.mcdonalds.com.br/
Lanchonete Montesquieu,4451910,https://www.facebook.com/pages/Lanchonete-Montesquieu/217978531560954
Restaurante Cantinho Arabe,4455524,https://www.facebook.com/cantinhoarabe1/
Restaurante Tortuga,4456563,http://www.tortugarestaurante.com.br
Restaurante Villagio Pillonetto,4472169,http://www.facebook.com/villaggiopillonetto
Panificadora Aquarius Curitiba,4501898,http://www.aquariuscuritiba.com.br/
Master Grill,4509883,http://www.mastergrillcwb.com.br/
Buda Lanches,4526664,
Churrascaria Colonial,4523452,
Churrascaria Cheiro de Galpao Gaucho,4523835,http://flow.page/churrascariacheirodegalpao
Piola,4523838,http://www.piola.it/local-curitiba/cities/display
Restaurante Forninho,4524574,https://www.facebook.com/oforninhocabral/?rf=193854030659716
Miyo Restaurante,4524648,http://www.restaurantemiyo.com.br
Pizza Hut,4524777,http://pizzahut.ifood.com.br/
Maichaki Restaurante Bar E Lanchonete,4524899,
Waldo X Picanha,4525038,
Baggio Pizzeria & Foccaceria - Jardim das Américas,4525256,http://pizzariabaggio.com.br
Sorella Restaurante Vegetariano,4525263,http://viasorella.com.br
China In Box,4526767,https://www.chinainbox.com.br/cep
Restaurante Acrótona,4525338,http://www.acrotona.com.br
Ronin Oriental Cuisine,4525387,
W&L Restaurante E Pizzaria,4525403,
Casa Do Homem Pizza,4525582,http://www.casadohomempizza.com.br/
Restaurante Cantinho Da Bica,4525828,http://www.cantinhodabica.com.br/
Dona Ambrosina,4525904,http://pt-br.facebook.com/DonaAmbrosina
Restaurante E Lancheria João Paulo,4525941,
Restaurante E Peixaria Pereira,4525960,
Sievolo Restaurante,4526005,http://www.sievollo.com.br
Cinnabon Pizzaria,4526113,
Churrascaria Do Darci,4526315,http://www.churrascariadodarci.com.br/
Churrascaria Ponta De Costela,4526816,
Bife Sujo,4526942,http://www.bifesujo.com.br
Godines Grill,4526945,http://godinesgrill.vitrinevirtual.net
Pizzaria Baggio,4527070,http://www.pizzariabaggio.com.br
Restaurante Rudnick,4527095,
Cidade Grill,4527127,http://cidadegrill.com.br
Restaurante da Vovó Nair,4527166,
Paraguassu Grelhados,4527231,http://www.facebook.com/ParaguassuGrelhados
Master,4527449,
Restaurante Pratos E Pratas,4527964,
Habibs,4527997,http://www.habibs.com.br/
Assados Prink,4528025,
Pizza Em Casa,4528450,http://www.pizzaemcasa.com.br
Pizzaria Boca Do Forno,4528536,https://www.facebook.com/pizzariabocadofornoboqueirao/
Cia Da Costela,4528600,
Pasta Pizza Comércio De Pizzas E Rotisseria,4528830,http://pastapizza.com.br/site/pizzas-especiais
Churrascaria Apollo,4529006,http://www.apollochurrascaria.com.br
Churrascaria Batuíra,4529189,
La Piazza,4529372,http://www.lapiazzapizzaria.com.br
Mangiare Felice,4529671,http://www.mangiarefelice.com.br
Walter'S Restaurante,4529850,
Restaurante Só Peixe,4529878,https://www.facebook.com/142928139112898
Churrascaria El Rodeo,4530040,
Homem Pizza,4530055,
Restaurante E Lanchonete Dejavu,4530094,
Buffet Zhen,4530113,https://www.facebook.com/356659584404152
Restaurante Bellagio,4530482,http://www.restaurantebellagio.com.br
Maccheroni Trattoria,4530680,http://www.maccheroni.com.br/
Sushiaki Japanese Food,4530803,http://www.sushiaki.com.br
Dom Parma Trattoria,4530826,http://www.domparma.com
Restaurante E Costelão Avenida,4530864,
Abaré Pizzaria,4530884,http://www.abarepizzaria.com.br/pizzaria-champagnat.asp
Dom Martiello Pizzaria,4530917,https://www.facebook.com/DomMartielloPizzaria/?locale=pt_BR
Burger King,4538249,http://www.burgerking.com.br/restaurante/shopping-palladium-curitiba-curitibapr-0
Sabor Na Brasa,4531092,
Recanto Gaúcho,4531118,http://www.churrascariarecantogaucho.com.br
Tania Sam Buffet,4531151,
Rest E Churrascaria,4531219,
Limoeiro Restaurante,4531305,https://www.olimoeiro.com.br/
Burger King,4531505,http://www.burgerking.com.br/restaurante/shopping-mueller-curitiba-curitibapr-0
Donna Donni,4531826,
Restaurante Rei Do Camarão,4531879,http://www.reidocamarao.com.br
Baggio Pizzaria e Focacceria - Água Verde,4532002,https://pizzariabaggio.com.br/unidades-baggio/agua-verde/
China In Box,4532082,http://www.chinainbox.com.br/home
Bom Strudell,4535358,http://www.facebook.com/Bom-Strudell-1658840361064481
Restaurante Variedades,4535483,
Rabo De Peixe,4532107,http://restauranterabodepeixe.com.br
Box Curitiba,4532218,http://www.nexerz.com/br/
Calenzano Pizzarias,4532234,http://www.calenzano.com.br
China Wok,4532478,https://www.facebook.com/chinawokcuritiba/
Restaurante Cisne,4532542,http://nakaba.com.br
Restaurante Via Faivre,4532580,https://www.facebook.com/restauranteviafaivre/
Restaurante Mar E Terra,4533013,http://www.restaurantemareterra.com.br
Rest Miyako,4533261,
Delícias Do Oriente,4533306,
Premiatto Express,4533331,
Cantina Dom Giusepp,4533407,
Comida Caseira,4535773,https://www.facebook.com/527973073895088
King Temaki,4533439,http://www.kingtemaki.com.br
Estação Fast Grill,4533566,
Suprema Grill,4533671,http://www.supremagrill.com.br/
Mannus Restaurante,4533957,http://www.mannus.com.br
A Sacristia,4534218,http://www.asacristia.com.br
McDonald's,4534593,http://www.mcdonalds.com.br/
Churrascaria Sabor Na Brasa,4534693,http://churrascariasabornabrasa.com.br
La Casa Di Frango Ristorante | Kennedy,4534763,http://www.difrango.com.br/
Restaurante Meu Kilinho,4534764,
Churrascaria Dos Amigos,4536037,https://www.facebook.com/ChurrascariaDosAmigos/
Restaurante D Amici,4536088,
Pizza Clock E Restaurante,4536124,
China In Box,4536275,http://www.chinainbox.com.br
Costelao Gaucho,4536546,
El Tomato Lanches,4536604,https://www.facebook.com/1805182566370635
KHARINA,4536606,http://kharina.com.br
Vó Lidia,4536705,
Chocolates Brasil Cacau,4536870,https://www.facebook.com/pages/category/Chocolate-Shop/Chocolates-Brasil-Cacau-100655524783881/
Chocolates Brasil Cacau,4536872,http://www.chocolatesbrasilcacau.com.br/index.php/loja/alameda-cabral/
Casa do Pão de Queijo,4537071,http://www.casadopaodequeijo.com.br
Casa do Pão de Queijo,4537076,http://www.casadopaodequeijo.com.br
Casa do Pão de Queijo,4537094,http://www.casadopaodequeijo.com.br
Dona Doida,5388158,
Burger King,4538301,http://www.burgerking.com.br/
Burger King,4538312,http://www.burgerking.com.br/restaurante/shopping-barigui-curitibapr-0
Habibs,4538404,http://www.habibs.com.br/
Parrilla Tierra del fuego,4554426,http://www.tierradelfuego.com.br/
Cantinho Mineiro,4568574,
Mercearia Fantinato,4569383,http://www.facebook.com/Mercearia-Fantinato-441570715900619/
Jurassic Bar - o Roxo da Silva,4570827,http://www.jurassicbar.com.br/
La Linda,4594002,http://www.lalinda.com.br
Terrazza 40,4739404,http://www.terrazza40.com
Saint Patrick Pub Curitiba,4601414,http://www.facebook.com/SaintPatrickPubCuritiba
Chiffon Cake,4610519,http://www.chiffoncake.com.br
Restaurante Yamato ,4611530,https://www.facebook.com/366238750056237
La Panoteca,4664113,http://lapanoteca.com.br
McDonald's,4722677,http://www.mcdonalds.com.br/
Bazar Doce Pâtisserie,4723559,http://www.bazardoce.com.br/
Restaurante Spring,4728862,http://www.restaurantespring.com.br/
Cafe Demoiselle,4737107,http://www.facebook.com/CafeDemoiselle
Maxi Pizza,4741080,
Habibs,4742046,http://www.habibs.com.br/
Restaurante Portal,4750595,http://www.restauranteportal.com.br
Restaurante iguacu,4752089,http://www.restauranteiguacu.com.br
Tropical Banana,4755911,http://www.tropicalbanana.com.br/
Pizzaria Altas Horas,4757086,
RIB'S Costela  No Rolete,4757740,http://www.ribscostelaria.com.br
Pizza Hut,4758237,http://www.pizzahut.com.br/
O Fornão Pizzaria,4760480,
Sale Pepe,4760539,http://www.salepepe.com.br/
Casa Da Coxinha,4766317,http://www.facebook.com/casadacoxinhactba
Don Marco Pizzaria,4773681,
Itália Grill,4775402,http://www.italiagrill.com.br
Restaurante Baalbek,4776554,
Campania,4777672,http://campaniaristorante.com.br
Liquori Caffè Gourmet,4777908,http://www.liquoricaffe.com.br/
Pistache Pizza,4787972,http://www.pizzariapistache.com.br/
Cantina Açores,4790178,http://www.cantinaacores.com.br
Restaurante Mangiare Felice,4801293,http://www.mangiarefelice.com.br
La Rauxa Cafè i Bistrot,4802901,http://www.facebook.com/larauxacafeibistrot/?locale2=pt_BR
Pepperoni Pizzas,4813256,
O Barba Hamburgueria,4830348,http://www.facebook.com/barba.hamburgueria?rf=158931140831032
Vó Rosinha,4831940,
Armazém Da Bola,4831951,
Casal Garcia,4833453,http://www.casalgarcia.com.br
Cantina e Pizzaria Cassioli,4859343,https://www.facebook.com/CantinaCassioli/
Maia Box,4886284,http://www.maiabox.com.br/
Cryspi's Chicken Express,4886323,
Buffet Espaco Vip,4925292,http://buffetespacovip.com.br/
Ristorante Mangiatto Bene,4925302,http://www.ristorantemangiattobene.com.br
Bar Canabenta,4927032,http://www.canabenta.com.br
Restaurante e Churrascaria Harmonia,5330364,
Pizzaria Italia,5086078,
Arte & Letra,5086092,http://www.arteeletra.com.br
Winner's Sucos e Lanches,5208339,
Cantinho Das Delicias,5328128,
10 Pastéis,5328151,http://www.facebook.com/10-Past%C3%A9is-159441881335450
Le Bistro Confeitaria,5328353,
Kara's Bar,5328386,
Armazém Colônia Forneria & Pizzaria,5329706,http://www.facebook.com/ArmazemColonia/
Restaurante Do Gaucho,5329872,
Cantina Da Mamma,5330279,http://www.cantinadamamma.com.br
Pizza Set,5330410,http://www.shoppingmueller.com.br/lojas/alimentacao/pizza-set
Lanchonete Girassol,5330451,
Lanchonete Do Mapi,5330860,
Pizzaria Atolinni,5331069,
Portao Kilo Grill,5331527,
Barolho,5332085,
Barakiah Esfiha,5332260,http://www.barakiah.com.br/
It's Grill Curitiba,5332524,http://itsgrill.com.br
China Food,5332984,
Buffet Karisma,5333204,
Aromas & Sabores,5333510,
Restaurante Laricas,5335867,
Spedini Trattoria Mueller,5336695,http://www.spedini.com.br
Churrascaria Central Do Brasil,5336745,
Soft Tacos Mexican Food,5338282,http://www.softtacos.com.br/
Ao! Ponto Quality Food,5344478,
Lanchonete Mastigue,5398107,
Semente de Girassol,5338849,https://www.facebook.com/Sementedegirassol/timeline
Restaurante Sabor Dos Anjos,5338920,https://www.facebook.com/151331158367645
Petiscaria Pety Fuba,5339086,https://www.facebook.com/petyfubaoficial/?ref=aymt_homepage_panel
Churrascaria Velho Botafogo,5339398,
Spedini Trattoria,5339446,http://www.spedini.com.br
X Picanha e Etc.,5339472,
Comendadoras Grill,5339616,http://www.facebook.com/Comendadoras-Grill-1394828860732012/
Pizza La Piova,5339990,https://www.facebook.com/743811562318656
Restaurante e Lanchonete Fabricio,5340493,
Fabiano Marcolini Alimentari,5340979,http://www.marcolini.com.br
La Pasta,5342480,
Costelao Curitibano,5343482,http://www.nexerz.com/br/
Restaurante Aroma Mineiro Grill,5343650,
Restaurante Malindi,5344561,https://www.facebook.com/340029896327932
Sahara,5345716,
Oriente Árabe,5346963,http://www.orientearabe.com.br
Bonna Gourmet,5347901,https://www.facebook.com/bonna.gourmet/
Primo Piatto Restaurante,5348123,http://www.primopiatto.com.br
Fazenda De Minas,5348674,http://www.fazendadminas.com.br
Cantinho Da Mara Petiscos,5349677,
Restaurante Do Ruy,5349713,https://www.facebook.com/176667285811324
Restaurante Girassol,5349836,
Spoleto,5349994,
Restaurante Chinatown,5350472,
Master Pizzaria,5350854,http://masterpizzaria.com.br
Chale Gourmet,5350913,
Restaurante Védico Indiano Jagannatha,5350936,http://www.facebook.com/jagannatharestauranteindiano
Dom Jose,5351289,
Sabor Caseiro,5351369,
Thai Schi Comida Chinesa,5351481,
Bistro Passeio,5351498,
Josep Grill,5352416,
Pantera Negra,5353212,https://www.facebook.com/gatopretopanteranegra/
Restaurante e Lanchonete Camargo,5353604,
Casa Do Pastel,5354926,
Costelao Do Ze,5354943,
Churrascaria Boi De Corte,5355226,
Bier Hoff,5355440,http://www.bierhoff.com.br
Cantina Do Sabor,5356857,
Cantinho Do File,5356874,
Skina Das Delicias,5356880,
Goncalves Grill,5357597,http://restaurantegoncalves.com.br
Trattoria Da Mamma,5357765,
Rota 66,5628888,
Restaurante Do Gaucho,5358396,
Viva Vida Gastronomia,5358629,
Di Terni Pizzaria,5359045,http://www.diternipizzaria.com.br
Costelas & Cia Buffet Grill,5360083,
Boteco Da Skina,5360314,
Sushiaki,5361261,http://www.sushiaki.com.br
Restaurante Da Adelaide,5361421,
Donna Pizza,5362328,http://donnapizza.com.br/front
Abare Pizzarias,5363256,http://www.abarepizzarias.com.br
Santa Grill Churrascaria,5364385,https://www.facebook.com/pages/category/Barbecue-Restaurant/Santa-Grill-Churrascaria-163095317082903/
Costelao Bairro Alto,5364516,
Magia Italiana,5365288,
Sushi Aki,5366376,
Restaurante Villa's Juveve,5367123,https://www.facebook.com/villasjuveve/
Bistrot Gourmet,5367385,
Bons Bucados,5367848,
Restaurante Familia Macedo,5367970,
Zabot,5368998,http://www.facebook.com/Zabot-Restaurante-153017088201558
Scarimais Pizzaria,5369286,
Restaurante Nossa Senhora!,5370131,https://www.facebook.com/NossaSenhoraCuritibaOficial/
Vila Roti - Gastronomia Descomplicada,5372207,
Azait Gastronomia,5372391,
Talheres Gastronomia,5372736,http://talheresgastronomia.com.br
Cantina Lisboa,5377617,
Varandas Gril,5377815,https://www.facebook.com/209774662407785
Garam Masala Gastronomia,5378254,
Dom Rafael,5378716,
Varandas Beer,5385711,https://www.facebook.com/Varandas-Beer-120854168089245/
Suplay Grill,5387381,
Ristorante Dom Pepe,5387572,
Parrilla,5387654,
Mahatma Gourmet Gastronomia Vegetariana,5379117,http://www.mahatmagourmet.com.br
China Master,5379404,
Restaurante e Lancheria Cantinori,5380293,
Bellavi,5381184,
Cantinho Da Maua,5381376,
Oliver Caffe & Bistro,5381487,
Carolina's Restaurante,5381692,
Braseirinho Frutos Do Mar & Sushi Bar,5382355,http://braseirinho.com.br/
Divino Grill,5383984,
Hamburgueria Água Verde,5384773,http://www.hamburgueriaaguaverde.com/
Dona Nicolina,5389545,http://pt-br.facebook.com/pages/Dona-Nicolina/234184846746224
Pizzaria Mercearia Bresser,5390206,http://www.merceariabresser.com.br
Restaurante Champagnat,5397155,http://www.restaurantechampa.com.br
Navigatore Cantina & Canja,5397174,
La Pizza,5397336,
Cantina Nona Pierina,5397516,
Pizzaria Salao Italiano,5397712,
Land Lanches,5397756,
O Fornao,5397791,http://www.ofornaopizzaria.com.br
Restaurante Don Rodriguez,5397804,
Restaurante Tio Mauro,5397831,http://www.ifood.com.br/delivery/curitiba-pr/restaurante-tio-mauro-cristo-rei/121379cf-245c-44a1-abb4-17462ee7d5a3?utm_medium=share
Cantina Rroizfejao,5397860,
Restaurante Hua Kuo,5397934,
O Terraco,5397997,
Restaurante 14 Bis,5398012,
Costelao 86,5398054,
Cabral Express,5398201,https://www.facebook.com/324855214198123
Key West,5398287,
Bar e Restaurante Taborda,5398459,
Chimarrão Grill,5398464,http://www.chimarraogrill.com.br
Restaurant Maison Leffe,5398489,
Boccacio,5398534,
Restaurante Peixao,5398609,https://www.facebook.com/186187101505606
Lellis Tratoria,5430230,http://www.lellis.com.br
Cafe Champagnat,5432711,https://www.facebook.com/190446531055315
Olivença Restaurante,5453795,http://www.olivenca.com.br/
Al Baba Emporio Arabe,5481442,http://www.albaba.com.br
Jp Bar e Restaurante,5629845,
Real Bar,5634305,
Bar Sao Pedro,5634443,
Mukeka Cozinha Brasileira,5489789,http://www.mukekarestaurante.com.br/
Mercearia do Português,5501549,http://www.merceariadoportugues.com.br
The Fifties,5509666,http://thefifties.com.br
Soto Asian Cusine,5538460,http://www.sotoasian.com.br
Jokers,5586624,http://www.jokers.com.br/
Baba Salim,5600144,http://www.babasalim.com.br/
Los Paleteros Praça,5607464,http://www.lospaleteros.com.br/
Tobias Lanchonete e Restaurante,5621864,
Floresta Lanches,5622314,
No Bar Da Boa,5623491,
Bar Do Giu,5625478,
Blood Rock Bar,5634636,http://www.bloodrockbar.com.br
Big X,5637282,
Bahir Shawarma & Hamburgueria,5639430,http://www.facebook.com/pages/BAHIR-Shawarma-Hamburgueria/956740957689287
Ponto Do Espetinho Do Camarao,5639498,
Bar Do Dias,5640154,
Di Choccolat,5643640,
Diva Brasil,5643671,
Doce Familia,5643814,
Floribal Curitiba,5644820,http://www.facebook.com/FlorybalCuritiba
Doce Morena Bistrô e Café,5648279,http://www.facebook.com/docemorenacuritiba/
Boteco Brahma,5648473,
Padaria e Café Anna Terra,5649443,http://www.cafeannaterra.com.br
Casa Da Vovo Bolos Caseiros,5650200,
Casa Das Bolachas,5650209,http://www.facebook.com/acasadasbolachas
Confeitaria Rosinha,5650808,http://www.confeitariarosinha.com.br
Delicias & Sabores,5651011,
Fellini Pani Pasta & Dolci,5651630,http://www.facebook.com/fellini.curitiba
Padaria America,5653507,http://www.americapadaria.com.br
Panificadora e Confeitaria San German,5659533,http://www.saintgermain.com.br/
Requinte O Sabor De Curitiba,5663516,http://www.padariarequinte.com.br/
Requinte,5663520,http://padariarequinte.com.br
Lanchonete Do Parum,5664961,
Cantinho Do Peixe,5665268,
Bar e Lanchonete Gralha Azul,5666728,
A Gostosinha,5668105,
Bar Do Iran,5676704,
Bar e Bilhar Do Tio,5679369,
Bar e Petiscaria Do Miro,5682736,
Barraca Do Claudio,5688786,
Blu Dog,5691251,
C'est Si Bon,5693520,https://www.facebook.com/pages/Cest-si-bon/490884807605787
Cachorro & Cia,5693775,
Cafe Di Frente,5694414,https://www.facebook.com/239851189452319
Cafe Metropolitan,5694858,
Caffe Piaggio,5695521,
Cantina Manos,5696612,
Charles Burguer,5700257,http://charlesburguer.com.br
Chopp & Speto Central,5700850,
Cia De Suco,5701311,
Cia Do Lanche,5701390,
Cia Du Pastel,5701509,
Cia do pastel,5701560,http://www.ciapastel.com.br
Confeitaria Holandesa,5702551,http://www.confeitariaholandesa.com.br
Cores e Sabores,5702894,
Dobrucki,5705543,http://www.dobruckipub.com.br
