location_id,sentiment_label,rating
15011718,negativo,1
15011718,positivo,5
15011718,positivo,5
15007989,positivo,4
15007989,negativo,1
15007989,positivo,5
15007989,positivo,5
15007989,positivo,5
15007989,positivo,5
15007989,positivo,5
15007989,positivo,5
15007989,positivo,5
15007989,positivo,5
15007989,positivo,5
15007989,negativo,1
15011718,negativo,1
15011718,negativo,1
15011718,positivo,5
5639430,negativo,1
15011718,negativo,2
15011718,positivo,5
15011718,positivo,5
15011718,positivo,5
15011718,positivo,5
15011718,positivo,5
15011718,positivo,5
15011718,negativo,1
15011718,positivo,5
15011718,positivo,4
15011718,positivo,5
15011718,positivo,4
15234816,positivo,5
15011718,positivo,3
15095543,positivo,5
15189887,positivo,5
15189887,positivo,4
15189887,positivo,4
15199748,positivo,4
15234816,positivo,5
15234816,positivo,4
15234816,positivo,5
15234816,positivo,5
15234816,positivo,5
15234816,positivo,4
15234816,positivo,5
15234816,positivo,5
15234816,positivo,3
15239368,positivo,5
15276919,positivo,5
15276919,negativo,1
15276919,positivo,5
15276919,positivo,5
15663833,positivo,5
5639430,positivo,5
15360418,positivo,5
15360418,positivo,5
15360418,positivo,5
15360418,positivo,5
15360418,positivo,5
15360418,positivo,5
15360418,positivo,5
15360418,negativo,1
15360418,positivo,4
15360418,positivo,5
15360418,positivo,5
15360418,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,neutro,2
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,4
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15432833,positivo,5
15550912,positivo,5
15550912,positivo,5
15550912,positivo,5
15550912,positivo,5
15550912,positivo,5
15550912,positivo,5
15550912,positivo,5
15550912,negativo,1
15550912,positivo,4
15550912,positivo,5
15550912,neutro,3
15550912,negativo,3
15550912,negativo,1
15550912,negativo,1
15550912,positivo,5
15550912,positivo,5
15550912,positivo,5
15550912,positivo,4
15550912,positivo,5
15550912,positivo,3
15550912,negativo,2
15550912,negativo,2
15550912,positivo,5
15550912,positivo,5
15550912,positivo,5
15673234,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15663833,positivo,5
15673234,positivo,5
15673234,positivo,5
15673234,positivo,5
15673234,negativo,3
15673234,negativo,2
15673234,positivo,5
15673234,positivo,5
15673234,positivo,5
15673234,positivo,5
15673234,positivo,5
15673234,positivo,5
15673234,positivo,5
15673234,positivo,5
7809855,positivo,5
15673234,positivo,5
15673234,negativo,2
15673234,positivo,4
15673234,positivo,5
15673234,positivo,5
15673234,positivo,5
15673234,positivo,5
15673234,positivo,4
15673234,positivo,5
15757192,positivo,5
15757192,positivo,5
15757192,positivo,5
15757192,positivo,5
15757192,positivo,5
15757192,positivo,5
15757192,positivo,4
15757192,positivo,5
15757192,positivo,5
15757192,positivo,5
15757192,positivo,5
15757192,positivo,5
5639430,positivo,3
15757192,positivo,5
15757192,positivo,5
15757192,positivo,5
15757192,positivo,4
15757192,positivo,5
15757192,positivo,4
15757192,positivo,5
15757192,positivo,5
15757192,positivo,4
15757192,positivo,5
15757192,positivo,5
15757192,positivo,5
15757192,positivo,5
16644387,positivo,5
16644387,positivo,4
16644387,positivo,5
16644387,positivo,4
16667231,positivo,4
16667231,positivo,5
16667231,negativo,1
16667231,positivo,4
16667231,positivo,4
16667231,positivo,4
16667231,positivo,5
16667231,negativo,3
16667231,positivo,4
16667231,positivo,5
16667231,positivo,5
16667231,positivo,5
16667231,positivo,5
16667231,positivo,5
16667231,positivo,5
16667231,positivo,5
16667231,positivo,4
16667231,positivo,4
16667231,positivo,5
16667231,positivo,5
16667231,positivo,5
16667231,positivo,5
16667231,positivo,5
16667231,positivo,5
16667231,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,negativo,5
16718142,positivo,5
16718142,negativo,1
16718142,positivo,4
16718142,positivo,5
16718142,positivo,5
16718142,negativo,1
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
19455187,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
16718142,positivo,5
16815127,positivo,4
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,negativo,1
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
16815127,positivo,5
17950217,positivo,5
16846412,negativo,2
16846412,negativo,3
16846412,positivo,5
16846412,negativo,1
5639430,positivo,4
16846412,positivo,3
5649443,positivo,4
16846412,positivo,5
5649443,positivo,4
16846412,positivo,5
16846412,positivo,5
16846412,positivo,5
16846412,positivo,5
17329291,positivo,4
16904651,positivo,5
16904651,positivo,4
16904651,positivo,4
16904651,negativo,1
16904651,positivo,5
16904651,positivo,5
16904651,positivo,5
16904651,positivo,4
17329291,positivo,5
16904651,positivo,4
16904651,neutro,3
17329291,positivo,5
17353957,negativo,1
17329291,negativo,1
17329291,positivo,5
17329291,negativo,3
17329291,positivo,5
17329291,negativo,2
17329291,positivo,4
17329291,neutro,3
17329291,positivo,4
17329291,neutro,4
5639430,positivo,4
17329291,positivo,5
17329291,positivo,5
17329291,positivo,5
17329291,negativo,3
17329291,positivo,5
17329291,negativo,1
17329291,positivo,5
17329291,negativo,2
17329291,positivo,5
17329291,positivo,5
17329291,positivo,4
17329291,negativo,3
17329291,negativo,2
17351220,positivo,5
17353957,positivo,5
17353957,negativo,3
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,4
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17353957,positivo,5
17377105,neutro,3
17377105,positivo,4
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,4
17377105,positivo,4
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,5
17377105,positivo,4
17377105,positivo,5
17377105,positivo,4
17377105,positivo,5
17377105,positivo,5
17474437,negativo,1
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,4
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17474437,positivo,5
17532145,positivo,5
17532145,positivo,5
17706500,positivo,5
17706500,positivo,5
17706500,positivo,5
17706500,positivo,5
17706500,positivo,5
17706500,positivo,5
17706500,positivo,5
17706500,positivo,5
17706500,positivo,5
17778042,positivo,5
17778042,positivo,5
17778042,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,5
17840055,positivo,4
17885752,positivo,5
17950217,negativo,2
17950217,negativo,3
17950217,positivo,3
17950217,positivo,5
17950217,positivo,3
17950217,neutro,4
17950217,positivo,5
17950217,positivo,5
17950217,negativo,2
17950217,negativo,1
17950217,negativo,4
17950217,positivo,5
17950217,negativo,3
17950217,positivo,5
17950217,positivo,5
17950217,neutro,4
17950217,positivo,5
17950217,neutro,5
17950217,negativo,3
17950217,negativo,2
17950217,positivo,5
17950217,positivo,4
17950217,positivo,5
17950217,positivo,5
18969905,positivo,4
18969905,positivo,5
19091774,positivo,5
19091774,negativo,1
19100306,positivo,5
19091774,negativo,3
19091774,negativo,1
19091774,positivo,4
19091774,positivo,5
19091774,positivo,5
5639430,positivo,5
19091774,positivo,3
19091774,positivo,4
19091774,positivo,5
19091774,positivo,5
19091774,positivo,4
19091774,negativo,4
19091774,negativo,1
19091774,positivo,5
19091774,negativo,1
19091774,negativo,1
19091774,negativo,2
19091774,negativo,2
19091774,positivo,5
19091774,positivo,5
19091774,positivo,5
19091774,positivo,5
19091774,positivo,5
19091774,positivo,5
19100306,positivo,5
19100306,positivo,5
19100306,positivo,5
19100306,negativo,1
19100306,positivo,5
19100306,positivo,5
19100306,positivo,5
19100306,positivo,5
19100306,positivo,5
19100306,negativo,1
19100306,positivo,5
19100306,positivo,5
19327239,negativo,1
19327239,negativo,1
19327239,positivo,5
19327239,positivo,5
19327239,negativo,1
19327239,positivo,1
19327239,negativo,3
19455187,positivo,5
19327239,negativo,3
19327239,negativo,2
19327239,positivo,4
19327239,positivo,5
19327239,neutro,3
19327239,positivo,5
19327239,negativo,1
19327239,positivo,5
19327239,positivo,5
19327239,positivo,5
19327239,negativo,1
19327239,positivo,5
19327239,positivo,5
19327239,positivo,4
19327239,positivo,5
19327239,positivo,5
19327239,positivo,5
19327239,positivo,5
19388612,positivo,5
19388612,negativo,1
19388612,positivo,4
19455187,positivo,5
19455187,neutro,4
19455187,positivo,5
19455187,positivo,5
19455187,negativo,1
19455187,positivo,5
19455187,positivo,4
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19455187,positivo,5
19463299,neutro,3
19463299,positivo,5
19463299,negativo,3
19463299,negativo,1
19463299,positivo,5
19463299,positivo,5
19463299,positivo,5
19463299,positivo,5
19463299,positivo,4
19463299,negativo,1
19463299,positivo,5
19463299,negativo,2
19463299,positivo,5
19463299,positivo,5
19463299,negativo,1
19463299,negativo,2
19463299,positivo,4
19463299,positivo,5
19463299,negativo,1
19463299,negativo,1
19463299,positivo,5
19463299,positivo,5
19463299,negativo,1
19463299,negativo,2
19463299,negativo,1
19516468,positivo,5
19516468,positivo,5
19516468,positivo,5
19516468,positivo,5
19516468,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,4
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19776323,positivo,5
19853817,positivo,5
19853817,positivo,5
19853817,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,positivo,5
19922631,negativo,2
19922631,negativo,1
19922631,negativo,2
19922631,negativo,2
19922631,positivo,5
19922631,negativo,1
19922631,negativo,1
19975881,positivo,5
19922631,negativo,2
19922631,negativo,1
19922631,positivo,5
19922631,positivo,5
19938672,positivo,5
19938672,negativo,5
19938672,positivo,4
19938672,positivo,5
19975881,negativo,1
19975881,positivo,5
19975881,negativo,3
19975881,positivo,5
19975881,positivo,5
19975881,negativo,1
19975881,positivo,5
19975881,positivo,5
19975881,positivo,5
19975881,positivo,5
19975881,positivo,4
19975881,positivo,5
19975881,positivo,5
19975881,positivo,5
19975881,positivo,5
19975881,positivo,4
19975881,positivo,5
19975881,positivo,5
19975881,negativo,1
19975881,negativo,2
19975881,negativo,1
19975881,negativo,1
5639430,positivo,3
5639430,positivo,4
19975881,positivo,4
20125818,negativo,4
20323040,positivo,3
20897394,positivo,5
20897394,positivo,4
20897394,negativo,1
20941333,positivo,5
20941333,negativo,3
20941333,negativo,1
20941333,negativo,1
20941333,positivo,4
20975750,positivo,5
20941333,negativo,1
20941333,positivo,5
20941333,positivo,5
20941333,positivo,5
20941333,positivo,5
20941333,positivo,5
20941333,positivo,5
20941333,positivo,4
20941333,positivo,5
20941333,negativo,1
20941333,positivo,5
20941333,positivo,5
20941333,positivo,5
20941333,positivo,5
20941333,positivo,5
20941333,positivo,5
20941333,positivo,4
20941333,positivo,5
20941333,neutro,3
5639430,positivo,4
20941333,positivo,5
20975750,negativo,2
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,neutro,4
20975750,positivo,5
20975750,positivo,4
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,4
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
20975750,positivo,5
